news_001906: 新聞魔法｜蘋果新聞網｜蘋果日報, eucDis = 2.6457513110645907
news_077732: 快訊／電桶爆炸火花四射　竹北市區大停電│TVBS新聞網, eucDis = 21.521028948048453
news_060644: 《蘋果》民調 你贊成設紅燈區嗎？｜蘋果新聞網｜蘋果日報, eucDis = 21.525157754749927
news_077582: 〈中部〉靈芝根基腐病 - 地方 - 自由時報電子報, eucDis = 21.526786084572024
news_033971: 在敘利亞遭綁3年 日本記者安田純平獲釋 | 國際焦點 | 全球 | 聯合新聞網, eucDis = 21.529187907285433
news_007638: Rbok 秋冬設計師鞋款登場｜蘋果新聞網｜蘋果日報, eucDis = 21.531157501630602
news_076808: 今天我最美｜蘋果新聞網｜蘋果日報, eucDis = 21.532118972975304
news_099706: NBA上周最佳球員｜蘋果新聞網｜蘋果日報, eucDis = 21.532543850536662
news_035117: 里約卡車撞到陸橋 傷亡不明 - 國際 - 中廣, eucDis = 21.536401021783423
news_084292: 地方掃描－士兵站哨落海亡 海軍賠280萬 - 地方新聞 - 中國時報, eucDis = 21.537142968562083
news_003274: 台北花園迎新年 來店有禮送小菜 - 生活 - 中時 , eucDis = 21.54164326019798
news_080879: 快訊／強烈大陸冷氣團南下 　下週二低溫探10度│TVBS新聞網, eucDis = 21.543056158694604
news_092314: 港股尾盤反彈收紅 | 陸港經貿 | 兩岸 | 聯合新聞網, eucDis = 21.546204601293567
news_075417: 星座理財(6月19日～6月23日)－雙魚座（2月20日～3月20日） 重要事務 親力親為 - 投資理財 - 工商時報, eucDis = 21.5463256045181
news_064299: 快訊／女警遭撞！疑酒駕男被攔　「倒車」撞傷女警│TVBS新聞網, eucDis = 21.54816076760788
news_013252: 蘭州自來水異味 來自上游腐爛腥臭 - 兩岸 - 旺報 , eucDis = 21.55113433440242
news_005869: Non, eucDis = 21.55176830286849
news_005068: 消費快訊－LSporsac 40周年 邀陳綺貞獻唱 - 時尚消費 - 中國時報, eucDis = 21.55224112254157
news_089470: 開球秀 鬼新娘坐轎進場 田中千繪秀下勾｜蘋果新聞網｜蘋果日報, eucDis = 21.55593707839343
news_082791: 《匯市》新台幣中場報30.594  勁升4.57角 - 財經 - 工商 , eucDis = 21.557013826024917
news_006026: 馬航行政總裁：已作最壞打算 - 國際 - 中廣, eucDis = 21.558602988885983
news_073300: 汽燃費 7月1日至31日開徵 - 生活 - 自由時報電子報, eucDis = 21.561722542924613
news_054096: 劉韻寶刀未老 銀髮粉絲回味〈偷偷摸摸〉 - 藝文副刊 - 中國時報, eucDis = 21.563326015699893
news_055208: 陳水扁保外就醫 評鑑團隊開會 - 政治 - 中央社, eucDis = 21.56490237256123
news_053418: 〈南部〉檳榔攤挨彈 賣槍嫌犯送辦 - 地方 - 自由時報電子報, eucDis = 21.567116015782617
news_033446: 才爽1天 倪仔又背粉紅包｜蘋果新聞網｜蘋果日報, eucDis = 21.567733184550015
news_089313: 影／東奧正名 連署書送至中選會 | 東奧正名案衝擊 | 要聞 | 聯合新聞網, eucDis = 21.56899108285373
news_003113: 華航企業工會抗議人數增  換會議室協商 - 社會 - 中央社, eucDis = 21.57059135462244
news_022774: 普悠瑪列車翻覆 民眾獻花致哀 | 普悠瑪出軌翻車 | 社會 | 聯合新聞網, eucDis = 21.570955098562333
news_043824: 都會掃描－子媳棄養孫子 阿嬤怒告蹺家子 - 地方新聞 - 中國時報, eucDis = 21.57463099845522
news_040246: 新聞辭典－TNR 結紮取代撲殺 - 焦點要聞 - 中國時報, eucDis = 21.574750823102512
news_088803: 血液基金會正名台灣 - 政治 - 自由時報電子報, eucDis = 21.575691674989155
news_067550: 對生父一見鍾情 少女獻初夜｜蘋果新聞網｜蘋果日報, eucDis = 21.576057926577338
news_026761: 《家具想像力》Arn Jacobsn 丹麥現代主義先驅 - 消費 - 自由時報電子報, eucDis = 21.577870549656435
news_084902: 美國職棒賽程 5月13日(台灣時間)｜蘋果新聞網｜蘋果日報, eucDis = 21.580576319020867
news_092076: 蕭子新冰河泛舟 耍帥｜蘋果新聞網｜蘋果日報, eucDis = 21.582345722048778
news_004720: 投資人迴避新興市場 印尼幣跌至16年低點 - 國際 - 工商 , eucDis = 21.58457156606969
news_076668: 《蘋果數》2800萬人付費｜蘋果新聞網｜蘋果日報, eucDis = 21.58464144573696
news_018286: 櫻花預報：日櫻花三月下旬開 - 國際 - 中廣, eucDis = 21.58769547688218
news_039516: 女性音樂館　閱讀聆聽愛情文學│TVBS新聞網, eucDis = 21.592699107276644
news_098026: 疑買房投資失利 李立崴住家輕生亡 - 娛樂 - 快點TV, eucDis = 21.595195975357285
news_057710: Goog在台灣擴大徵才 - 財經 - 中央社, eucDis = 21.597446623652424
news_050835: 漢莎大罷工幾乎取消1700航班 - 焦點 - 中廣, eucDis = 21.60269295309783
news_074657: 范冰冰張鈞甯姐妹鬥狠使壞，反目成仇 - 娛樂 - 中時電子報, eucDis = 21.608391317150062
news_070081: 釋和平鴿 倡導人權｜蘋果新聞網｜蘋果日報, eucDis = 21.60979254207046
news_001088: 3C Nws：貼圖夯翻 大甲媽也來湊一咖｜蘋果新聞網｜蘋果日報, eucDis = 21.61165271192996
news_077075: 爆乳姊姊搭肩 小車手裝鎮定｜蘋果新聞網｜蘋果日報, eucDis = 21.6117676106427
news_017115: 錫?丹中毒症狀 - 生活 - 自由時報電子報, eucDis = 21.61589517743408
news_060018: 影／亞運最被期待「金庫」 舉重教練蔡溫義:不會交白卷 | 綜合 | 運動 | 聯合新聞網, eucDis = 21.616126971644917
news_005617: EMC去年Q4淨利、營收萎縮 - 財經 - 工商 , eucDis = 21.616856989085683
news_029312: 家電福利品 搶買3.3折起｜蘋果新聞網｜蘋果日報, eucDis = 21.617941576027174
news_017690: 下週國內油價估不調整 - 生活 - 自由時報電子報, eucDis = 21.619062495750697
news_027178: 復活節 伊甸工帶領慢飛天使發彩蛋 - 生活 - 中時 , eucDis = 21.619759686426
news_006641: 春節在做什麼？輕鬆把重要習俗介紹給外國朋友 - 焦點 - 中時電子報, eucDis = 21.620525976867338
news_080648: 驚！奈及利亞餐館賣烤人頭 - 國際 - 旺報 , eucDis = 21.6223263860702
news_077095: 殺害陳進福夫妻 謝依涵判賠近千萬 - 社會 - 中時 , eucDis = 21.62357032057279
news_036981: 威助女粉絲 東瀛來助威｜蘋果新聞網｜蘋果日報, eucDis = 21.6254001580997
news_059923: 影／政府民間攜手 準公共家族的幼兒園達200園 | 文教新訊 | 文教 | 聯合新聞網, eucDis = 21.628141159078012
news_058151: 地方掃描－挺中秋公益禮 有線電視捐烘焙機 - 地方新聞 - 中國時報, eucDis = 21.630192694988665
news_049432: 士林被投訴250元西瓜汁  明年續賣 - 生活 - 中時 , eucDis = 21.6322576350826
news_034264: 回答課綱微調 江揆要蔣偉寧「別急」 - 政治 - 中時 , eucDis = 21.632692879531827
news_056136: 【限時免費】立即裝Mabox 可獲Dropbox 1GB免費空間 - 科技 - app01, eucDis = 21.63289747531332
news_066642: 雙龍鬥 化石流標｜蘋果新聞網｜蘋果日報, eucDis = 21.634437158565
news_035704: 夏日平底涼鞋 搶搭異國風貌｜蘋果新聞網｜蘋果日報, eucDis = 21.63468811529747
news_014911: 文林苑爭議 王家與建商和解 - 生活 - 中時 , eucDis = 21.639206496856122
news_076258: 昨日《蘋果》被發現的錯與批評｜蘋果新聞網｜蘋果日報, eucDis = 21.639350688879894
news_006022: 施明德痛批內政部  強摘跨性別者器官 - 政治 - 中時 , eucDis = 21.640467896407017
news_015112: 5年內 ISIL勢力欲跨亞歐非3洲 - 國際 - 中時 , eucDis = 21.642852476195387
news_061709: 林德敲3分彈 藍鳥橫掃8連勝｜蘋果新聞網｜蘋果日報, eucDis = 21.647801560132745
news_042584: 陸校園流行監聽錶 師憂隱私遭錄 - 兩岸 - 旺報 , eucDis = 21.648023664839656
news_043527: 徐乃麟無膽碰美少女｜蘋果新聞網｜蘋果日報, eucDis = 21.648944590308677
news_045592: 幫母洗頭 拼免費火鍋｜蘋果新聞網｜蘋果日報, eucDis = 21.650383478567374
news_093665: 保健活動－世界血友病日慶祝活動 暨愛飛躍成果展 - 時尚消費 - 中國時報, eucDis = 21.65422382899239
news_015731: 〈真愛部落格〉徵文啟事 - 副刊 - 自由時報電子報, eucDis = 21.6553584181886
news_040449: 〈真愛部落格〉徵文啟事 - 副刊 - 自由時報電子報, eucDis = 21.6553584181886
news_052645: 都會掃描－暴力討債 里長成冤大頭 - 焦點要聞 - 中國時報, eucDis = 21.656512689749956
news_045386: 地震 花蓮老婦跌倒骨折送醫 - 生活 - 中央社, eucDis = 21.657728974870945
news_052637: 昨日《蘋果》被發現的錯與批評｜蘋果新聞網｜蘋果日報, eucDis = 21.65821712090715
news_046851: 男俊女美！他們都是日本顏值爆表夫妻檔 - 娛樂 - 中時電子報, eucDis = 21.66029100230281
news_032650: 油價跌 加拿大火勢獲得控制 - 國際 - 中央社, eucDis = 21.66048564456934
news_080197: 黃海岱銅像 被當蔣公｜蘋果新聞網｜蘋果日報, eucDis = 21.660548579955613
news_092178: 趙德胤以360度VR全景 拍金馬廣告 - 娛樂新聞 - 中國時報, eucDis = 21.66142035134404
news_017839: 林嘉綺籲禁動物實驗 機會教育女兒 - 娛樂新聞 - 中國時報, eucDis = 21.66548914423865
news_018111: 地方掃描－趣淘漫旅徵120人 月薪30k起跳 - 地方新聞 - 中國時報, eucDis = 21.66681791662935
news_071944: 首見達悟族寒單｜蘋果新聞網｜蘋果日報, eucDis = 21.66735769767505
news_046617: 爸媽最棒 聖誕禮｜蘋果新聞網｜蘋果日報, eucDis = 21.67052363218334
news_060055: 地方掃描－重度腦麻獨老 定期捐款探視其他老人 - 地方新聞 - 中國時報, eucDis = 21.673974008074502
news_023971: F-龍燈財報稿烏龍 遭罰5萬元 - 財經 - 工商 , eucDis = 21.67626696047179
news_039704: 都會掃描－面對壓力座談 歡迎報名 - 焦點要聞 - 中國時報, eucDis = 21.676905080985453
news_097257: 地方掃描－學習添趣 濱江國中桌遊中心啟用 - 地方新聞 - 中國時報, eucDis = 21.677321821263746
news_033384: 〈快訊〉偵辦炒股案　新北檢搜富味鄉工廠│TVBS新聞網, eucDis = 21.678494397021176
news_075313: 杭州 - 焦點新聞 - 旺報, eucDis = 21.682045974527433
news_056980: 《健康充電站》面對糖尿病講座 - 生活 - 自由時報電子報, eucDis = 21.685558078082348
news_026768: 地方掃描－無畏風雨買毒解癮 男颱風天栽了 - 地方新聞 - 中國時報, eucDis = 21.685710540890167
news_013911: 空拍／普悠瑪翻覆意外現場 | 普悠瑪翻車意外 | 社會 | 聯合新聞網, eucDis = 21.689598671899418
news_093519: 穿搭都會休閒風 Gordano早春新品｜蘋果新聞網｜蘋果日報, eucDis = 21.69118354986733
news_015067: 總統辯論 五分埔遷建戶等場外抗議 - 政治 - 中時 , eucDis = 21.691260442612077
news_081050: 頸部安全氣囊｜蘋果新聞網｜蘋果日報, eucDis = 21.692036582052637
news_028819: 美國10月躉售庫存 意外跌 - 財經 - 工商 , eucDis = 21.69281141382924
news_032318: 江揆參觀海科館 避談總統府遭撞 - 政治 - 中時 , eucDis = 21.695443485209672
news_037017: 〈快訊〉雪梨住商大樓爆炸　近千人撤離│TVBS新聞網, eucDis = 21.695611058440996
news_046995: 昨日《蘋果》被發現的錯與批評｜蘋果新聞網｜蘋果日報, eucDis = 21.695728403008467
news_021884: 颱風尼莎來襲 新北舉行第2次整備會議 - 社會 - 中時 , eucDis = 21.695732065954306
news_047436: 熊招募二軍好手｜蘋果新聞網｜蘋果日報, eucDis = 21.69816853923653
news_009129: 直搗虎穴 徐世榮赴國民黨談「土地正義」 - 政治 - 中時 , eucDis = 21.69987125017354
news_050601: 《匯市》新台幣早盤貶值3.4分 暫報30.37 - 財經 - 工商 , eucDis = 21.702286386690055
news_034206: 走出飯店 賣屋年薪破百萬｜蘋果地產｜蘋果新聞網｜蘋果日報, eucDis = 21.708517303994725
news_003971: 普霍斯明星賽票選領先｜蘋果新聞網｜蘋果日報, eucDis = 21.70923551187546
news_063442: 失足摔雨棚｜蘋果新聞網｜蘋果日報, eucDis = 21.709637298829207
news_077110: 地方掃描－他媽的是中性詞 非罵人無罪 - 地方新聞 - 中國時報, eucDis = 21.70963814489706
news_014942: 《應召女郎》莉莉詹姆斯 漂白變灰姑娘｜蘋果新聞網｜蘋果日報, eucDis = 21.70981859393604
news_011017: 霧鎖金門 尚義機場暫停起降 - 生活 - 中央社, eucDis = 21.711477708914078
news_068951: 快訊／金管會下禁令　銀行不得提供比特幣交易│TVBS新聞網, eucDis = 21.711904306253594
news_040812: 以色列法院下令優步自周三起禁止營業 - 國際 - 工商 , eucDis = 21.717845020629785
news_089383: 【藝文短訊】在台國際生翻譯研習會 - 副刊 - 自由時報電子報, eucDis = 21.719410578648834
news_060391: 李喜真爆炸亂髮當主播｜蘋果新聞網｜蘋果日報, eucDis = 21.722132014641655
news_054010: 霜淇淋夯 烘焙業推鐵觀音口味 - 生活 - 中時 , eucDis = 21.725243688568003
news_026852: 板模工人墜樓 急救後挽回性命 - 社會 - 中時 , eucDis = 21.7316320551303
news_033635: 〈快訊〉交保金降價籌不出！　王家繼續關│TVBS新聞網, eucDis = 21.73283840389894
news_078731: 日本美食名店 進軍台南｜蘋果新聞網｜蘋果日報, eucDis = 21.733380546755335
news_091525: 第1季中國環保企業海外併購翻2倍 - 兩岸 - 工商 , eucDis = 21.737521193688902
news_087415: 印度5月石油商品出口銳減15.5％ - 國際 - 工商 , eucDis = 21.739211184398503
news_098351: 媽咪看球 好康連環送｜蘋果新聞網｜蘋果日報, eucDis = 21.742142863006276
news_080882: Non, eucDis = 21.743882974698302
news_000295: 台啤總教練閻家驊涉簽賭  50萬交保 - 社會 - 中央社, eucDis = 21.75328684876448
news_072969: 簡訊折壽換對方車禍死亡 女依恐嚇罪嫌起訴 - 社會 - 中時 , eucDis = 21.75507909695497
news_078096: 狗困溝一把拉出｜蘋果新聞網｜蘋果日報, eucDis = 21.75632885545495
news_011513: 旅美星鮮事｜蘋果新聞網｜蘋果日報, eucDis = 21.756630932747314
news_002775: 蔡英文楊梅掃街 民眾熱情回應 - 政治 - 中時 , eucDis = 21.75690870657251
news_013926: 三多士保健食品 獲消費者青睞 - 投資理財 - 工商時報, eucDis = 21.758618047297652
news_001360: 六腳章魚 慘淪冷盤｜蘋果新聞網｜蘋果日報, eucDis = 21.761913100067243
news_099381: 婦人陳屍家中樓梯間  警帶回兒女釐清 - 社會 - 中央社, eucDis = 21.772257698361614
news_017946: 歐盟準備和泰國簽署自由貿易協定 - 國際 - 中廣, eucDis = 21.78483410267309
news_024775: 野餐露營零食 搶買3.8折起｜蘋果新聞網｜蘋果日報, eucDis = 21.785314392218364
news_054616: 回應安倍參拜靖國神社王毅與三國外長通電 - 兩岸 - 中廣, eucDis = 21.78782832583968
news_011266: 【壹週刊】《正妹靚賽》台大萌妹笑點低  ｜蘋果新聞網｜蘋果日報, eucDis = 21.790302654864067
news_091739: 為了巨大的聲響與其他  - 副刊 - 自由時報電子報, eucDis = 21.79255463831884
news_047598: 全智賢 兒子陪吃現形｜蘋果新聞網｜蘋果日報, eucDis = 21.79277008935084
news_017633: 地方掃描－婦駕車從高架路摔落平地 頭部重創 - 地方新聞 - 中國時報, eucDis = 21.794419963183582
news_063501: 霍正奇佛口慶生 戳H奶｜蘋果新聞網｜蘋果日報, eucDis = 21.79473507684084
news_084672: 武漢第1季城鎮居民收入首逾萬元 - 兩岸 - 工商 , eucDis = 21.795756908928734
news_003956: 超人氣RODY 逗趣可愛展童心｜蘋果新聞網｜蘋果日報, eucDis = 21.796333945846417
news_000705: 仿連勝文 記者變聞腋青年｜蘋果新聞網｜蘋果日報, eucDis = 21.7988042422288
news_066030: 專櫃飾品 搶購4折起｜蘋果新聞網｜蘋果日報, eucDis = 21.79883544186435
news_064820: 地方掃描－蔡昌達介入地勇案 起訴 - 地方新聞 - 中國時報, eucDis = 21.79914122835348
news_003517: 連日雨路塌｜蘋果新聞網｜蘋果日報, eucDis = 21.802384314542547
news_084909: 星座理財 (9月4日～9月8日)－天秤座（9月23日～10月23日） 職場互動 善用柔力 - 投資理財 - 工商時報, eucDis = 21.802635350179887
news_039650: 瘋奧運 英倫小物百元有找｜蘋果新聞網｜蘋果日報, eucDis = 21.804542022374097
news_038189: 年薪3900萬 阿姆斯壯進籃網｜蘋果新聞網｜蘋果日報, eucDis = 21.80488803746013
news_041735: 謝揆連夜慰留　盼陳菊待報告出爐│TVBS新聞網, eucDis = 21.80512177259106
news_012694: 讓大家久等了 達比修有開始練投 - 體育 - 中時電子報, eucDis = 21.807109960908516
news_098576: 車壇大事紀－Toyoa夢想車繪畫大賽 台灣區即日起開放報名 - 時尚消費 - 中國時報, eucDis = 21.81062395916711
news_029317: 《匯市》新台幣早盤升值7分 暫報30.54 - 財經 - 工商 , eucDis = 21.81250737367021
